"","V1","V2","V3","V4"
"1",100,50,5,0.752081871032715
"2",100,50,10,1.44634008407593
"3",100,50,15,2.15398383140564
"4",100,50,20,3.06510996818542
"5",100,50,25,3.45803093910217
"6",100,50,30,4.38708400726318
"7",100,50,35,4.95006394386292
"8",100,50,40,6.43282294273376
"9",100,50,45,7.51261401176453
"10",100,50,50,8.47509908676147
"11",100,50,55,8.91030383110046
"12",100,50,60,9.32456207275391
"13",100,50,65,9.03657913208008
"14",100,50,70,9.8629469871521
"15",100,50,75,10.3860938549042
"16",100,50,80,11.4469051361084
"17",100,50,85,12.1155369281769
"18",100,50,90,12.9660410881042
"19",100,50,95,15.5835449695587
"20",100,50,100,14.9058849811554
"21",100,50,105,17.5885379314423
"22",100,50,110,16.6406900882721
"23",100,50,115,16.6653380393982
"24",100,50,120,21.9739780426025
"25",100,50,125,18.1728420257568
"26",100,50,130,20.6256568431854
"27",100,50,135,20.3900599479675
"28",100,50,140,20.6241672039032
"29",100,50,145,19.8332438468933
"30",100,50,150,24.7428319454193
"31",100,50,155,24.586058139801
"32",100,50,160,36.6068959236145
"33",100,50,165,25.0267460346222
"34",100,50,170,27.4098289012909
"35",100,50,175,24.8913850784302
"36",100,50,180,26.1545510292053
"37",100,50,185,27.2901690006256
"38",100,50,190,28.8502130508423
"39",100,50,195,26.4157469272614
"40",100,50,200,31.9286210536957
"41",100,50,205,31.7780539989471
"42",100,50,210,34.4010620117188
"43",100,50,215,34.2490611076355
"44",100,50,220,34.220095872879
"45",100,50,225,37.3483698368073
"46",100,50,230,38.3022990226746
"47",100,50,235,35.8349349498749
"48",100,50,240,37.6076719760895
"49",100,50,245,36.9012038707733
"50",100,50,250,35.0780761241913
"51",100,50,255,36.4641089439392
"52",100,50,260,38.1366980075836
"53",100,50,265,40.896861076355
"54",100,50,270,36.8475680351257
"55",100,50,275,42.6089580059052
"56",100,50,280,41.0056459903717
"57",100,50,285,41.3002989292145
"58",100,50,290,42.584657907486
"59",100,50,295,45.9692239761353
"60",100,50,300,42.5397009849548
"61",100,50,305,47.7667920589447
"62",100,50,310,46.1723930835724
"63",100,50,315,46.0347499847412
"64",100,50,320,49.4698231220245
"65",100,50,325,49.4095377922058
"66",100,50,330,46.1379148960114
"67",100,50,335,47.6228501796722
"68",100,50,340,61.1990919113159
"69",100,50,345,49.8205189704895
"70",100,50,350,54.7495720386505
"71",100,50,355,53.0008449554443
"72",100,50,360,60.8358521461487
"73",100,50,365,62.0559809207916
"74",100,50,370,63.0641570091248
"75",100,50,375,56.7458209991455
"76",100,50,380,57.5540699958801
"77",100,50,385,59.905403137207
"78",100,50,390,61.9257562160492
"79",100,50,395,57.4561538696289
"80",100,50,400,61.8707799911499
"81",100,50,405,61.4687809944153
"82",100,50,410,65.8621590137482
"83",100,50,415,65.3648149967194
"84",100,50,420,63.604348897934
"85",100,50,425,89.1688919067383
"86",100,50,430,92.4984178543091
"87",100,50,435,81.0361449718475
