"","V1","V2","V3","V4"
"157",15700,1570,5,23.491888999939
"158",15800,1580,5,25.037495136261
"159",15900,1590,5,26.5711748600006
"160",16000,1600,5,23.8144009113312
"161",16100,1610,5,23.9493069648743
"162",16200,1620,5,24.5562410354614
"163",16300,1630,5,25.552708864212
"164",16400,1640,5,31.4471609592438
"165",16500,1650,5,32.3768491744995
"166",16600,1660,5,25.3537409305573
"167",16700,1670,5,26.8501179218292
"168",16800,1680,5,27.0387439727783
"169",16900,1690,5,28.3644168376923
"170",17000,1700,5,28.3337359428406
"171",17100,1710,5,27.9026520252228
"172",17200,1720,5,30.3569848537445
"173",17300,1730,5,28.9633297920227
"174",17400,1740,5,34.0876240730286
"175",17500,1750,5,31.1629362106323
"176",17600,1760,5,32.9279599189758
"177",17700,1770,5,32.7960388660431
"178",17800,1780,5,33.4458980560303
"179",17900,1790,5,30.9719359874725
"180",18000,1800,5,31.179671049118
"181",18100,1810,5,31.3408689498901
"182",18200,1820,5,31.7585289478302
"183",18300,1830,5,33.3797209262848
"184",18400,1840,5,29.8653380870819
"185",18500,1850,5,33.6594061851501
"186",18600,1860,5,33.2670998573303
"187",18700,1870,5,34.7778699398041
"188",18800,1880,5,38.5306689739227
"189",18900,1890,5,36.3393878936768
"190",19000,1900,5,35.625748872757
"191",19100,1910,5,32.7258069515228
"192",19200,1920,5,42.6000878810883
"193",19300,1930,5,42.7597579956055
"194",19400,1940,5,37.1104969978333
"195",19500,1950,5,34.5257461071014
"196",19600,1960,5,39.8394138813019
"197",19700,1970,5,47.9105610847473
"198",19800,1980,5,37.651927947998
"199",19900,1990,5,37.2515239715576
"200",20000,2000,5,35.7122690677643
